ToLID,Species,NCBI Species,Common name,Assembly version,Pipeline version,Curated,Required purging? (HiC asm only),Total bp,Genome size¹,Heterozygosity¹,Sequencing depth,Repeat content¹,Sex (metadata),Heterogametic,Mitogenome?,Assembler,Instance,Bionano,Draft assembly folder,,Curated assembly folder,Notes,% assigned to chr,# scaffolds,Total scaffold length,Average scaffold length,Scaffold N50,Scaffold auN,Scaffold L50,Scaffold NG50,Scaffold auNG,Scaffold LG50,Largest scaffold,Smallest scaffold,# contigs,Total contig length,Average contig length,Contig N50,Contig auN,Contig L50,Contig NG50,Contig auNG,Contig LG50,Largest contig,Smallest contig,# gaps in scaffolds,Total gap length in scaffolds,Average gap length in scaffolds,Gap N50 in scaffolds,Gap auN in scaffolds,Gap L50 in scaffolds,Largest gap in scaffolds,Smallest gap in scaffolds,Base composition (A:C:G:T),GC content %
fAmbSpe1,Amblyopsis spelaea,Amblyopsis spelaea,Northern cavefish,hap1,HiC,,,,"692,964,494",1.11%,30,,,,,Samuel Talbot,VGP,,,,,,,914,"814,254,800","890,869.58","30,663,906","28,666,910.65",12,"30,931,120","33,632,924.17",10,"58,359,834","13,962","1,362","814,165,200","597,771.81","4,078,586","5,884,014.60",51,"5,054,947","6,902,551.96",38,"22,626,708","13,962",448,"89,600",200,200,200,224,200,200,"235,810,554:171,526,419:171,348,238:235,479,989",42.11
fAmbSpe1,Amblyopsis spelaea,Amblyopsis spelaea,Northern cavefish,hap2,HiC,,,,"692,964,494",1.11%,30,,,,,Samuel Talbot,VGP,,,,,,,708,"869,581,053","1,228,221.83","30,690,166","28,928,511.49",12,"34,007,988","36,245,956.42",9,"64,227,425","12,336.00","1,155.00","869,491,653","752,806.63","3,817,221","5,275,582.02",60,"5,262,106","6,609,356.91",40,"20,959,203","12,336",447,"89,400",200,200,200,224,200,200,"254,340,193:180,238,867:180,991,705:253,920,888",41.55
fPolLow2,Polymixia lowei,Polymixia lowei,Beardfish,hap1,HiC,,,,"491,893,356",1.87%,50.2,,,,,Samuel Talbot,RU,,,,,,,375,"678,127,394","1,808,339.72","28,554,946","27,569,380.10",11,"29,166,563","38,007,327.50",8,"38,460,444","11,937","1,115","677,979,394","608,053.27","1,682,236","2,914,477.42",97,"2,724,875","4,017,040.71",51,"11,969,036","11,937",740,"148,000",200,200,200,370,200,200,"192,046,338:147,141,026:146,901,625:191,890,405",43.37
fPolLow2,Polymixia lowei,Polymixia lowei,Beardfish,hap2,HiC,,,,"491,893,356",1.87%,50.2,,,,,Samuel Talbot,RU,,,,,,,233,"677,942,252","2,909,623.40","28,453,444","27,533,820.01",11,"28,987,480","37,947,940.78",8,"38,713,300","12,063",974,"677,794,052","695,887.12","1,865,058","2,771,488.88",100,"2,590,629","3,818,914.52",56,"13,632,860","12,063",741,"148,200",200,200,200,371,200,200,"192,181,615:146,748,801:146,834,463:192,029,173",43.31
fDirArg3,Diretmus argenteus,,silver spinyfin,hap1,HiC,,,,,,,,,,,Samuel Talbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fDirArg3,Diretmus argenteus,,silver spinyfin,hap2,HiC,,,,,,,,,,,Samuel Talbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aManAur1,Mantella aurantiaca,,golden mantella,hap1,HiC,,,,,,,,,,,Samuel Talbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aManAur1,Mantella aurantiaca,,golden mantella,hap2,HiC,,,,,,,,,,,Samuel Talbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mCteGun2,Ctenodactylus gundi,,common gundi,hap1,HiC,,,,,,,,,,,Samuel Talbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mCteGun2,Ctenodactylus gundi,,common gundi,hap2,HiC,,,,,,,,,,,Samuel Talbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fLepSal2,Lepidogalaxias salamandroides,,salamanderfish,hap1,HiC,,,,,,,,,,,Samuel Talbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fLepSal2,Lepidogalaxias salamandroides,,salamanderfish,hap2,HiC,,,,,,,,,,,Samuel Talbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rIndElo1,Elongated tortoise,,elongated tortoise,hap1,HiC,,,,,,,,,,,Samuel Talbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rIndElo1,Elongated tortoise,,elongated tortoise,hap2,HiC,,,,,,,,,,,Samuel Talbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mNeoFlo1,Neotoma floridana,,eastern woodrat,hap1,HiC,,,,,,,,,,,Samuel Talbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mNeoFlo1,Neotoma floridana,,eastern woodrat,hap2,HiC,,,,,,,,,,,Samuel Talbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sSquSuc3,Squalus suckleyi,,Pacific spiny dogfish,hap1,HiC,,,,,,,,,,,Samuel Talbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sSquSuc3,Squalus suckleyi,,Pacific spiny dogfish,hap2,HiC,,,,,,,,,,,Samuel Talbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bSphDem1,Spheniscus demersus,,African penguin,hap1,HiC,,,,,,,,,,,Samuel Talbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bSphDem1,Spheniscus demersus,,African penguin,hap2,HiC,,,,,,,,,,,Samuel Talbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aRhiDar2,Rhinoderma darwinii,,Darwin's frog,hap1,HiC,,,,,,,,,,,Samuel Talbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aRhiDar2,Rhinoderma darwinii,,Darwin's frog,hap2,HiC,,,,,,,,,,,Samuel Talbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mTenEca1,Tenrec ecaudatus,,tailless tenrec,hap1,HiC,,,,,,,,,,,Samuel Talbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mTenEca1,Tenrec ecaudatus,,tailless tenrec,hap2,HiC,,,,,,,,,,,Samuel Talbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fChaAug3,Chaetodon auriga,,threadfin butterflyfish,hap1,HiC,,,,,,,,,,,Samuel Talbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fChaAug3,Chaetodon auriga,,threadfin butterflyfish,hap2,HiC,,,,,,,,,,,Samuel Talbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bZonAlb1,Zonotrichia albicollis,,white-throated sparrow,hap1,HiC,,,,,,,,,,,Alexandra Denisova,RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bZonAlb1,Zonotrichia albicollis,,white-throated sparrow,hap2,HiC,,,,,,,,,,,Alexandra Denisova,RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mCasCan1,Castor canadensis,,North American beaver,hap1,HiC,,,,,,,,,,,Samuel Talbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mCasCan1,Castor canadensis,,North American beaver,hap2,HiC,,,,,,,,,,,Samuel Talbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bAgePho1,Agelaius phoeniceus,,red-winged blackbird,hap1,HiC,,,,,,,,,,,Alexandra Denisova,RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bAgePho1,Agelaius phoeniceus,,red-winged blackbird,hap2,HiC,,,,,,,,,,,Alexandra Denisova,RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mIctTri1,Ictidomys tridecemlineatus,,thirteen-lined ground squirrel,hap1,HiC,,,,,,,,,,,Linelle Abueg,RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mIctTri1,Ictidomys tridecemlineatus,,thirteen-lined ground squirrel,hap2,HiC,,,,,,,,,,,Linelle Abueg,RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bTurMig1,Turdus migratorius,,American robin,hap1,HiC,,,,,,,,,,,Linelle Abueg,RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bTurMig1,Turdus migratorius,,American robin,hap2,HiC,,,,,,,,,,,Linelle Abueg,RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bCopSec1,Copsychus sechellarum,,Seychelles magpie robin,hap1,HiC,,,,,,,,,,,Linelle Abueg,RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bCopSec1,Copsychus sechellarum,,Seychelles magpie robin,hap2,HiC,,,,,,,,,,,Linelle Abueg,RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mZapHud1,Zapus hudsonius preblei,,Preble's meadow jumping mouse,hap1,HiC,,,,,,,,,,,Samuel Talbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mZapHud1,Zapus hudsonius preblei,,Preble's meadow jumping mouse,hap2,HiC,,,,,,,,,,,Samuel Talbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mZapHud2,Zapus hudsonius luteus,,New Mexico meadow jumping mouse,hap1,HiC,,,,,,,,,,,Samuel Talbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mZapHud2,Zapus hudsonius luteus,,New Mexico meadow jumping mouse,hap2,HiC,,,,,,,,,,,Samuel Talbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mCapNub1,Capra nubiana,,Nubian ibex,hap1,HiC,,,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Capra_nubiana/mCapNub1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mCapNub1,Capra nubiana,,Nubian ibex,hap2,HiC,,,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Capra_nubiana/mCapNub1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mAxiPor1,Axis porcinus,,hog deer,hap1,HiC,,,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Axis_porcinus/mAxiPor1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mAxiPor1,Axis porcinus,,hog deer,hap2,HiC,,,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Axis_porcinus/mAxiPor1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mRucEld1,Rucervus eldii thamin,,Eld's deer,hap1,HiC,,,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Rucervus_eldii/mRucEld1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mRucEld1,Rucervus eldii thamin,,Eld's deer,hap2,HiC,,,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Rucervus_eldii/mRucEld1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bSpiTri1,Spinus tristis,,American goldfinch,hap1,HiC,,,,,,,,,,,Linelle Abueg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bSpiTri1,Spinus tristis,,American goldfinch,hap2,HiC,,,,,,,,,,,Linelle Abueg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bTroAed1,Troglodytes aedon,,house wren,hap1,HiC,,,,,,,,,,,Linelle Abueg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bTroAed1,Troglodytes aedon,,house wren,hap2,HiC,,,,,,,,,,,Linelle Abueg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bSitCar1,Sitta carolinensis,,white-breasted nuthatch,hap1,HiC,,,,,,,,,,,Linelle Abueg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bSitCar1,Sitta carolinensis,,white-breasted nuthatch,hap2,HiC,,,,,,,,,,,Linelle Abueg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bSpiPas1,Spizella passerina,,chipping sparrow,hap1,HiC,,,,,,,,,,,Linelle Abueg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bSpiPas1,Spizella passerina,,chipping sparrow,hap2,HiC,,,,,,,,,,,Linelle Abueg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bDumCar1,Dumetella carolinensis,,gray catbird,hap1,HiC,,,,,,,,,,,Alexandra Denisova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bDumCar1,Dumetella carolinensis,,gray catbird,hap2,HiC,,,,,,,,,,,Alexandra Denisova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bSerCaa1,Serinus canaria,,canary,pat,trio,,,,,,,,,,,Linelle Abueg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bSerCaa1,Serinus canaria,,canary,mat,trio,,,,,,,,,,,Linelle Abueg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bMolAte1,Molothrus ater,,brown-headed cowbird,hap1,HiC,,,,,,,,,,,Alexandra Denisova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bMolAte1,Molothrus ater,,brown-headed cowbird,hap2,HiC,,,,,,,,,,,Alexandra Denisova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bSayPho3,Sayornis phoebe,,eastern phoebe,hap1,HiC,,,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Sayornis_phoebe/bSayPho3/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bSayPho3,Sayornis phoebe,,eastern phoebe,hap2,HiC,,,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Sayornis_phoebe/bSayPho3/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aEleMan1,Eleutherodactylus marnockii,,cliff chirping frog,hap1,HiC,,,,,,,,,,,Samuel Talbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aEleMan1,Eleutherodactylus marnockii,,cliff chirping frog,hap2,HiC,,,,,,,,,,,Samuel Talbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aRanVar5,Ranitomeya variabilis,,Zimmermann's poison frog,hap1,HiC,,,,,,,,,,,Samuel Talbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aRanVar5,Ranitomeya variabilis,,Zimmermann's poison frog,hap2,HiC,,,,,,,,,,,Samuel Talbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rPelSin1,Pelodiscus sinensis,,Chinese softshell turtle,hap1,HiC,no,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Pelodiscus_sinensis/rPelSin1/assembly_vgp_HiC_2.0/,,NA,Did not do curation due to sparse HiC signal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rPelSin1,Pelodiscus sinensis,,Chinese softshell turtle,hap2,HiC,no,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Pelodiscus_sinensis/rPelSin1/assembly_vgp_HiC_2.0/,,NA,Did not do curation due to sparse HiC signal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mRhiDar1,Rhinolophus darlingii,,Darling's horseshoe bat,hap1,HiC,,,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Rhinolophus_darlingii/mRhiDar1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mRhiDar1,Rhinolophus darlingii,,Darling's horseshoe bat,hap2,HiC,,,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Rhinolophus_darlingii/mRhiDar1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mLesInc1,Lestoros inca,,Incan caenolestid,hap1,HiC,,,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Lestoros_inca/mLesInc1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mLesInc1,Lestoros inca,,Incan caenolestid,hap2,HiC,,,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Lestoros_inca/mLesInc1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mOryAfe1,Orycteropus afer,,Aardvark,hap1,HiC,,,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Orycteropus_afer/mOryAfe1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mOryAfe1,Orycteropus afer,,Aardvark,hap2,HiC,,,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Orycteropus_afer/mOryAfe1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rChiChi1,Chitra chitra,,Stripped narrow-headed giant softshell turtle,hap1,HiC,no,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Chitra_chitra/rChiChi1/assembly_vgp_HiC_2.0/,,NA,"Highly incomplete haplotype assembly output from HiFiasm, probably a result of high inbreeding level of this individual",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rChiChi1,Chitra chitra,,Stripped narrow-headed giant softshell turtle,hap2,HiC,,yes,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Chitra_chitra/rChiChi1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
idPhlPern3,Phlebotomus perniciosus,,sandfly,primary,standard,,yes,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Phlebotomus_perniciosus/idPhlPern3/assembly_vgp_standard_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
idPhlPern3,Phlebotomus perniciosus,,sandfly,alternate,standard,,yes,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Phlebotomus_perniciosus/idPhlPern3/assembly_vgp_standard_2.0/,,NA,high missing data in alternate assembly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aFejLim2,Fejervarya limnocharis,,Asian grass frog,hap1,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Fejervarya_limnocharis/aFejLim2/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aFejLim2,Fejervarya limnocharis,,Asian grass frog,hap2,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Fejervarya_limnocharis/aFejLim2/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rDerMaw1,Dermatemys mawii,,Central America river turtle,hap1,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Dermatemys_mawii/rDerMaw1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rDerMaw1,Dermatemys mawii,,Central America river turtle,hap2,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Dermatemys_mawii/rDerMaw1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rSteOdo2,Sternotherus odoratus,,Eastern musk turtle,hap1,HiC,,no,,,,,,,,N,Ying Chen,RU,,s3://genomeark/species/Sternotherus_odoratus/rSteOdo2/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rSteOdo2,Sternotherus odoratus,,Eastern musk turtle,hap2,HiC,,no,,,,,,,,N,Ying Chen,RU,,s3://genomeark/species/Sternotherus_odoratus/rSteOdo2/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rCroNil1,Crocodylus niloticus,,Nile crocodile,hap1,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Crocodylus_niloticus/rCroNil1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rCroNil1,Crocodylus niloticus,,Nile crocodile,hap2,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Crocodylus_niloticus/rCroNil1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbPlaMage1,Placopecten magellanicus,,Sea scallop,hap1,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Placopecten_magellanicus/xbPlaMage1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbPlaMage1,Placopecten magellanicus,,Sea scallop,hap2,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Placopecten_magellanicus/xbPlaMage1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rAniWai1,Anilios waitii,,Delalande's beaked blind snake,hap1,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Anilios_waitii/rAniWai1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rAniWai1,Anilios waitii,,Delalande's beaked blind snake,hap2,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Anilios_waitii/rAniWai1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mDicSum1,Dicerorhinus sumatrensis,,Sumatran rhino,hap1,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Dicerorhinus_sumatrensis/mDicSum1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mDicSum1,Dicerorhinus sumatrensis,,Sumatran rhino,hap2,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Dicerorhinus_sumatrensis/mDicSum1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xcIllIlle1,Illex illecebrosus,,Northern Shortfin Squid,hap1,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Illex_illecebrosus/xcIllIlle1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xcIllIlle1,Illex illecebrosus,,Northern Shortfin Squid,hap2,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Illex_illecebrosus/xcIllIlle1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mSagOed1,Saguinus oedipus,,Cotton-top tamarin,hap1,HiC,,no,,,,,,,,N,Ying Chen,RU,,s3://genomeark/species/Saguinus_oedipus/mSagOed1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mSagOed1,Saguinus oedipus,,Cotton-top tamarin,hap2,HiC,,no,,,,,,,,N,Ying Chen,RU,,s3://genomeark/species/Saguinus_oedipus/mSagOed1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sphingidae,,Sphinx moth,hap1,HiC,,no,,,,,,,,Y,Ying Chen,RU,,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sphingidae,,Sphinx moth,hap2,HiC,,no,,,,,,,,Y,Ying Chen,RU,,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mEidDup1,Eidolon dupreanum,,Madagascan fruit bat,hap1,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Eidolon_dupreanum/mEidDup1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mEidDup1,Eidolon dupreanum,,Madagascan fruit bat,hap2,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Eidolon_dupreanum/mEidDup1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mLeoRos1,Leontopithecus rosalia,,Golden lion tamarin,hap1,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Leontopithecus_rosalia/mLeoRos1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mLeoRos1,Leontopithecus rosalia,,Golden lion tamarin,hap2,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Leontopithecus_rosalia/mLeoRos1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fCorHun2,Coregonus huntsmani,,Atlantic whitefish,hap1,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Coregonus_huntsmani/fCorHun2/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fCorHun2,Coregonus huntsmani,,Atlantic whitefish,hap2,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Coregonus_huntsmani/fCorHun2/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bPasAmo1,Passerina amoena,,Lazuli bunting,hap1,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Passerina_amoena/bPasAmo1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bPasAmo1,Passerina amoena,,Lazuli bunting,hap2,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Passerina_amoena/bPasAmo1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bAtlFus2,Atlapetes fuscoolivaceus,,Dusky-headed brushfinch,hap1,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Atlapetes_fuscoolivaceus/bAtlFus2/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bAtlFus2,Atlapetes fuscoolivaceus,,Dusky-headed brushfinch,hap2,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Atlapetes_fuscoolivaceus/bAtlFus2/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bEmpObe1,Empidonax oberholseri,,American dusky flycatcher,hap1,HiC,,no,,,,,,,,Y,Ying Chen,RU,,s3://genomeark/species/Empidonax_oberholseri/bEmpObe1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
